split,label,label_raw,file_name,relative_path,size_bytes,width,height
train,Glioma,glioma_tumor,gg (134).jpg,data/raw/Training/glioma_tumor/gg (134).jpg,29083,512,512
train,Glioma,glioma_tumor,gg (135).jpg,data/raw/Training/glioma_tumor/gg (135).jpg,26236,512,512
train,Glioma,glioma_tumor,gg (136).jpg,data/raw/Training/glioma_tumor/gg (136).jpg,25395,512,512
train,Glioma,glioma_tumor,gg (137).jpg,data/raw/Training/glioma_tumor/gg (137).jpg,25633,512,512
train,Glioma,glioma_tumor,gg (138).jpg,data/raw/Training/glioma_tumor/gg (138).jpg,25610,512,512
train,Glioma,glioma_tumor,gg (139).jpg,data/raw/Training/glioma_tumor/gg (139).jpg,24367,512,512
train,Glioma,glioma_tumor,gg (14).jpg,data/raw/Training/glioma_tumor/gg (14).jpg,20329,512,512
train,Glioma,glioma_tumor,gg (140).jpg,data/raw/Training/glioma_tumor/gg (140).jpg,25334,512,512
train,Glioma,glioma_tumor,gg (141).jpg,data/raw/Training/glioma_tumor/gg (141).jpg,22564,512,512
train,Glioma,glioma_tumor,gg (142).jpg,data/raw/Training/glioma_tumor/gg (142).jpg,30007,512,512
train,Glioma,glioma_tumor,gg (143).jpg,data/raw/Training/glioma_tumor/gg (143).jpg,29064,512,512
train,Glioma,glioma_tumor,gg (144).jpg,data/raw/Training/glioma_tumor/gg (144).jpg,30090,512,512
train,Glioma,glioma_tumor,gg (145).jpg,data/raw/Training/glioma_tumor/gg (145).jpg,27917,512,512
train,Glioma,glioma_tumor,gg (146).jpg,data/raw/Training/glioma_tumor/gg (146).jpg,26270,512,512
train,Glioma,glioma_tumor,gg (147).jpg,data/raw/Training/glioma_tumor/gg (147).jpg,28557,512,512
train,Glioma,glioma_tumor,gg (148).jpg,data/raw/Training/glioma_tumor/gg (148).jpg,28473,512,512
train,Glioma,glioma_tumor,gg (149).jpg,data/raw/Training/glioma_tumor/gg (149).jpg,25530,512,512
train,Glioma,glioma_tumor,gg (15).jpg,data/raw/Training/glioma_tumor/gg (15).jpg,20173,512,512
train,Glioma,glioma_tumor,gg (150).jpg,data/raw/Training/glioma_tumor/gg (150).jpg,31778,512,512
train,Glioma,glioma_tumor,gg (151).jpg,data/raw/Training/glioma_tumor/gg (151).jpg,31824,512,512
train,Glioma,glioma_tumor,gg (152).jpg,data/raw/Training/glioma_tumor/gg (152).jpg,31714,512,512
train,Glioma,glioma_tumor,gg (153).jpg,data/raw/Training/glioma_tumor/gg (153).jpg,28547,512,512
train,Glioma,glioma_tumor,gg (154).jpg,data/raw/Training/glioma_tumor/gg (154).jpg,28508,512,512
train,Glioma,glioma_tumor,gg (155).jpg,data/raw/Training/glioma_tumor/gg (155).jpg,23108,512,512
train,Glioma,glioma_tumor,gg (156).jpg,data/raw/Training/glioma_tumor/gg (156).jpg,26652,512,512
train,Glioma,glioma_tumor,gg (157).jpg,data/raw/Training/glioma_tumor/gg (157).jpg,27684,512,512
train,Glioma,glioma_tumor,gg (158).jpg,data/raw/Training/glioma_tumor/gg (158).jpg,31239,512,512
train,Glioma,glioma_tumor,gg (159).jpg,data/raw/Training/glioma_tumor/gg (159).jpg,29319,512,512
train,Glioma,glioma_tumor,gg (16).jpg,data/raw/Training/glioma_tumor/gg (16).jpg,23848,512,512
train,Glioma,glioma_tumor,gg (160).jpg,data/raw/Training/glioma_tumor/gg (160).jpg,32977,512,512
train,Glioma,glioma_tumor,gg (161).jpg,data/raw/Training/glioma_tumor/gg (161).jpg,29123,512,512
train,Glioma,glioma_tumor,gg (162).jpg,data/raw/Training/glioma_tumor/gg (162).jpg,24401,512,512
train,Glioma,glioma_tumor,gg (163).jpg,data/raw/Training/glioma_tumor/gg (163).jpg,30778,512,512
train,Glioma,glioma_tumor,gg (164).jpg,data/raw/Training/glioma_tumor/gg (164).jpg,31351,512,512
train,Glioma,glioma_tumor,gg (165).jpg,data/raw/Training/glioma_tumor/gg (165).jpg,34124,512,512
train,Glioma,glioma_tumor,gg (166).jpg,data/raw/Training/glioma_tumor/gg (166).jpg,33203,512,512
train,Glioma,glioma_tumor,gg (167).jpg,data/raw/Training/glioma_tumor/gg (167).jpg,32814,512,512
train,Glioma,glioma_tumor,gg (168).jpg,data/raw/Training/glioma_tumor/gg (168).jpg,33208,512,512
train,Glioma,glioma_tumor,gg (169).jpg,data/raw/Training/glioma_tumor/gg (169).jpg,34128,512,512
train,Glioma,glioma_tumor,gg (17).jpg,data/raw/Training/glioma_tumor/gg (17).jpg,23042,512,512
train,Glioma,glioma_tumor,gg (170).jpg,data/raw/Training/glioma_tumor/gg (170).jpg,29732,512,512
train,Glioma,glioma_tumor,gg (171).jpg,data/raw/Training/glioma_tumor/gg (171).jpg,33642,512,512
train,Glioma,glioma_tumor,gg (172).jpg,data/raw/Training/glioma_tumor/gg (172).jpg,32385,512,512
train,Glioma,glioma_tumor,gg (173).jpg,data/raw/Training/glioma_tumor/gg (173).jpg,30780,512,512
train,Glioma,glioma_tumor,gg (174).jpg,data/raw/Training/glioma_tumor/gg (174).jpg,30921,512,512
train,Glioma,glioma_tumor,gg (175).jpg,data/raw/Training/glioma_tumor/gg (175).jpg,30343,512,512
train,Glioma,glioma_tumor,gg (176).jpg,data/raw/Training/glioma_tumor/gg (176).jpg,33269,512,512
train,Glioma,glioma_tumor,gg (177).jpg,data/raw/Training/glioma_tumor/gg (177).jpg,32026,512,512
train,Glioma,glioma_tumor,gg (178).jpg,data/raw/Training/glioma_tumor/gg (178).jpg,30888,512,512
train,Glioma,glioma_tumor,gg (179).jpg,data/raw/Training/glioma_tumor/gg (179).jpg,31194,512,512
train,Glioma,glioma_tumor,gg (18).jpg,data/raw/Training/glioma_tumor/gg (18).jpg,24135,512,512
train,Glioma,glioma_tumor,gg (180).jpg,data/raw/Training/glioma_tumor/gg (180).jpg,28358,512,512
train,Glioma,glioma_tumor,gg (181).jpg,data/raw/Training/glioma_tumor/gg (181).jpg,29155,512,512
train,Glioma,glioma_tumor,gg (182).jpg,data/raw/Training/glioma_tumor/gg (182).jpg,27768,512,512
train,Glioma,glioma_tumor,gg (183).jpg,data/raw/Training/glioma_tumor/gg (183).jpg,26258,512,512
train,Glioma,glioma_tumor,gg (184).jpg,data/raw/Training/glioma_tumor/gg (184).jpg,24401,512,512
train,Glioma,glioma_tumor,gg (185).jpg,data/raw/Training/glioma_tumor/gg (185).jpg,21670,512,512
train,Glioma,glioma_tumor,gg (186).jpg,data/raw/Training/glioma_tumor/gg (186).jpg,28304,512,512
train,Glioma,glioma_tumor,gg (187).jpg,data/raw/Training/glioma_tumor/gg (187).jpg,28259,512,512
train,Glioma,glioma_tumor,gg (188).jpg,data/raw/Training/glioma_tumor/gg (188).jpg,30722,512,512
train,Glioma,glioma_tumor,gg (189).jpg,data/raw/Training/glioma_tumor/gg (189).jpg,31699,512,512
train,Glioma,glioma_tumor,gg (19).jpg,data/raw/Training/glioma_tumor/gg (19).jpg,24233,512,512
train,Glioma,glioma_tumor,gg (190).jpg,data/raw/Training/glioma_tumor/gg (190).jpg,32511,512,512
train,Glioma,glioma_tumor,gg (191).jpg,data/raw/Training/glioma_tumor/gg (191).jpg,33366,512,512
train,Glioma,glioma_tumor,gg (192).jpg,data/raw/Training/glioma_tumor/gg (192).jpg,30248,512,512
train,Glioma,glioma_tumor,gg (193).jpg,data/raw/Training/glioma_tumor/gg (193).jpg,29053,512,512
train,Glioma,glioma_tumor,gg (194).jpg,data/raw/Training/glioma_tumor/gg (194).jpg,25245,512,512
train,Glioma,glioma_tumor,gg (195).jpg,data/raw/Training/glioma_tumor/gg (195).jpg,24023,512,512
train,Glioma,glioma_tumor,gg (196).jpg,data/raw/Training/glioma_tumor/gg (196).jpg,21139,512,512
train,Glioma,glioma_tumor,gg (197).jpg,data/raw/Training/glioma_tumor/gg (197).jpg,29544,512,512
train,Glioma,glioma_tumor,gg (198).jpg,data/raw/Training/glioma_tumor/gg (198).jpg,23401,512,512
train,Glioma,glioma_tumor,gg (199).jpg,data/raw/Training/glioma_tumor/gg (199).jpg,23498,512,512
train,Glioma,glioma_tumor,gg (2).jpg,data/raw/Training/glioma_tumor/gg (2).jpg,29807,512,512
train,Glioma,glioma_tumor,gg (20).jpg,data/raw/Training/glioma_tumor/gg (20).jpg,21386,512,512
train,Glioma,glioma_tumor,gg (200).jpg,data/raw/Training/glioma_tumor/gg (200).jpg,26505,512,512
train,Glioma,glioma_tumor,gg (201).jpg,data/raw/Training/glioma_tumor/gg (201).jpg,27781,512,512
train,Glioma,glioma_tumor,gg (202).jpg,data/raw/Training/glioma_tumor/gg (202).jpg,28082,512,512
train,Glioma,glioma_tumor,gg (203).jpg,data/raw/Training/glioma_tumor/gg (203).jpg,27074,512,512
train,Glioma,glioma_tumor,gg (204).jpg,data/raw/Training/glioma_tumor/gg (204).jpg,31704,512,512
train,Glioma,glioma_tumor,gg (205).jpg,data/raw/Training/glioma_tumor/gg (205).jpg,32221,512,512
train,Glioma,glioma_tumor,gg (206).jpg,data/raw/Training/glioma_tumor/gg (206).jpg,24966,512,512
train,Glioma,glioma_tumor,gg (207).jpg,data/raw/Training/glioma_tumor/gg (207).jpg,25635,512,512
train,Glioma,glioma_tumor,gg (208).jpg,data/raw/Training/glioma_tumor/gg (208).jpg,26356,512,512
train,Glioma,glioma_tumor,gg (209).jpg,data/raw/Training/glioma_tumor/gg (209).jpg,26301,512,512
train,Glioma,glioma_tumor,gg (21).jpg,data/raw/Training/glioma_tumor/gg (21).jpg,21577,512,512
train,Glioma,glioma_tumor,gg (210).jpg,data/raw/Training/glioma_tumor/gg (210).jpg,27898,512,512
train,Glioma,glioma_tumor,gg (211).jpg,data/raw/Training/glioma_tumor/gg (211).jpg,30596,512,512
train,Glioma,glioma_tumor,gg (212).jpg,data/raw/Training/glioma_tumor/gg (212).jpg,25469,512,512
train,Glioma,glioma_tumor,gg (213).jpg,data/raw/Training/glioma_tumor/gg (213).jpg,23938,512,512
train,Glioma,glioma_tumor,gg (214).jpg,data/raw/Training/glioma_tumor/gg (214).jpg,26390,512,512
train,Glioma,glioma_tumor,gg (215).jpg,data/raw/Training/glioma_tumor/gg (215).jpg,27064,512,512
train,Glioma,glioma_tumor,gg (216).jpg,data/raw/Training/glioma_tumor/gg (216).jpg,25754,512,512
train,Glioma,glioma_tumor,gg (217).jpg,data/raw/Training/glioma_tumor/gg (217).jpg,26648,512,512
train,Glioma,glioma_tumor,gg (218).jpg,data/raw/Training/glioma_tumor/gg (218).jpg,26936,512,512
train,Glioma,glioma_tumor,gg (219).jpg,data/raw/Training/glioma_tumor/gg (219).jpg,24612,512,512
train,Glioma,glioma_tumor,gg (22).jpg,data/raw/Training/glioma_tumor/gg (22).jpg,19739,512,512
train,Glioma,glioma_tumor,gg (220).jpg,data/raw/Training/glioma_tumor/gg (220).jpg,36414,512,512
train,Glioma,glioma_tumor,gg (221).jpg,data/raw/Training/glioma_tumor/gg (221).jpg,34404,512,512
train,Glioma,glioma_tumor,gg (222).jpg,data/raw/Training/glioma_tumor/gg (222).jpg,33128,512,512
train,Glioma,glioma_tumor,gg (223).jpg,data/raw/Training/glioma_tumor/gg (223).jpg,32086,512,512
train,Glioma,glioma_tumor,gg (224).jpg,data/raw/Training/glioma_tumor/gg (224).jpg,28802,512,512
train,Glioma,glioma_tumor,gg (225).jpg,data/raw/Training/glioma_tumor/gg (225).jpg,27944,512,512
train,Glioma,glioma_tumor,gg (226).jpg,data/raw/Training/glioma_tumor/gg (226).jpg,32725,512,512
train,Glioma,glioma_tumor,gg (227).jpg,data/raw/Training/glioma_tumor/gg (227).jpg,32255,512,512
train,Glioma,glioma_tumor,gg (228).jpg,data/raw/Training/glioma_tumor/gg (228).jpg,34684,512,512
train,Glioma,glioma_tumor,gg (229).jpg,data/raw/Training/glioma_tumor/gg (229).jpg,33755,512,512
train,Glioma,glioma_tumor,gg (23).jpg,data/raw/Training/glioma_tumor/gg (23).jpg,19034,512,512
train,Glioma,glioma_tumor,gg (230).jpg,data/raw/Training/glioma_tumor/gg (230).jpg,30265,512,512
train,Glioma,glioma_tumor,gg (231).jpg,data/raw/Training/glioma_tumor/gg (231).jpg,33303,512,512
train,Glioma,glioma_tumor,gg (232).jpg,data/raw/Training/glioma_tumor/gg (232).jpg,31072,512,512
train,Glioma,glioma_tumor,gg (233).jpg,data/raw/Training/glioma_tumor/gg (233).jpg,32515,512,512
train,Glioma,glioma_tumor,gg (234).jpg,data/raw/Training/glioma_tumor/gg (234).jpg,31937,512,512
train,Glioma,glioma_tumor,gg (235).jpg,data/raw/Training/glioma_tumor/gg (235).jpg,31762,512,512
train,Glioma,glioma_tumor,gg (236).jpg,data/raw/Training/glioma_tumor/gg (236).jpg,33017,512,512
train,Glioma,glioma_tumor,gg (237).jpg,data/raw/Training/glioma_tumor/gg (237).jpg,27106,512,512
train,Glioma,glioma_tumor,gg (238).jpg,data/raw/Training/glioma_tumor/gg (238).jpg,27853,512,512
train,Glioma,glioma_tumor,gg (239).jpg,data/raw/Training/glioma_tumor/gg (239).jpg,28614,512,512
train,Glioma,glioma_tumor,gg (24).jpg,data/raw/Training/glioma_tumor/gg (24).jpg,19391,512,512
train,Glioma,glioma_tumor,gg (240).jpg,data/raw/Training/glioma_tumor/gg (240).jpg,29800,512,512
train,Glioma,glioma_tumor,gg (241).jpg,data/raw/Training/glioma_tumor/gg (241).jpg,25720,512,512
train,Glioma,glioma_tumor,gg (242).jpg,data/raw/Training/glioma_tumor/gg (242).jpg,23134,512,512
train,Glioma,glioma_tumor,gg (243).jpg,data/raw/Training/glioma_tumor/gg (243).jpg,23839,512,512
train,Glioma,glioma_tumor,gg (244).jpg,data/raw/Training/glioma_tumor/gg (244).jpg,24370,512,512
train,Glioma,glioma_tumor,gg (245).jpg,data/raw/Training/glioma_tumor/gg (245).jpg,27726,512,512
train,Glioma,glioma_tumor,gg (246).jpg,data/raw/Training/glioma_tumor/gg (246).jpg,25004,512,512
train,Glioma,glioma_tumor,gg (247).jpg,data/raw/Training/glioma_tumor/gg (247).jpg,23151,512,512
train,Glioma,glioma_tumor,gg (248).jpg,data/raw/Training/glioma_tumor/gg (248).jpg,25338,512,512
train,Glioma,glioma_tumor,gg (249).jpg,data/raw/Training/glioma_tumor/gg (249).jpg,24944,512,512
train,Glioma,glioma_tumor,gg (25).jpg,data/raw/Training/glioma_tumor/gg (25).jpg,18077,512,512
train,Glioma,glioma_tumor,gg (250).jpg,data/raw/Training/glioma_tumor/gg (250).jpg,27837,512,512
train,Glioma,glioma_tumor,gg (251).jpg,data/raw/Training/glioma_tumor/gg (251).jpg,28941,512,512
train,Glioma,glioma_tumor,gg (252).jpg,data/raw/Training/glioma_tumor/gg (252).jpg,28066,512,512
train,Glioma,glioma_tumor,gg (253).jpg,data/raw/Training/glioma_tumor/gg (253).jpg,28181,512,512
train,Glioma,glioma_tumor,gg (254).jpg,data/raw/Training/glioma_tumor/gg (254).jpg,29115,512,512
train,Glioma,glioma_tumor,gg (255).jpg,data/raw/Training/glioma_tumor/gg (255).jpg,26323,512,512
train,Glioma,glioma_tumor,gg (256).jpg,data/raw/Training/glioma_tumor/gg (256).jpg,27569,512,512
train,Glioma,glioma_tumor,gg (257).jpg,data/raw/Training/glioma_tumor/gg (257).jpg,25838,512,512
train,Glioma,glioma_tumor,gg (258).jpg,data/raw/Training/glioma_tumor/gg (258).jpg,23629,512,512
train,Glioma,glioma_tumor,gg (259).jpg,data/raw/Training/glioma_tumor/gg (259).jpg,20970,512,512
train,Glioma,glioma_tumor,gg (26).jpg,data/raw/Training/glioma_tumor/gg (26).jpg,21242,512,512
train,Glioma,glioma_tumor,gg (260).jpg,data/raw/Training/glioma_tumor/gg (260).jpg,27295,512,512
train,Glioma,glioma_tumor,gg (261).jpg,data/raw/Training/glioma_tumor/gg (261).jpg,29373,512,512
train,Glioma,glioma_tumor,gg (262).jpg,data/raw/Training/glioma_tumor/gg (262).jpg,25348,512,512
train,Glioma,glioma_tumor,gg (263).jpg,data/raw/Training/glioma_tumor/gg (263).jpg,26180,512,512
train,Glioma,glioma_tumor,gg (264).jpg,data/raw/Training/glioma_tumor/gg (264).jpg,28240,512,512
train,Glioma,glioma_tumor,gg (265).jpg,data/raw/Training/glioma_tumor/gg (265).jpg,25448,512,512
train,Glioma,glioma_tumor,gg (266).jpg,data/raw/Training/glioma_tumor/gg (266).jpg,22004,512,512
train,Glioma,glioma_tumor,gg (267).jpg,data/raw/Training/glioma_tumor/gg (267).jpg,26762,512,512
train,Glioma,glioma_tumor,gg (268).jpg,data/raw/Training/glioma_tumor/gg (268).jpg,27406,512,512
train,Glioma,glioma_tumor,gg (269).jpg,data/raw/Training/glioma_tumor/gg (269).jpg,29539,512,512
train,Glioma,glioma_tumor,gg (27).jpg,data/raw/Training/glioma_tumor/gg (27).jpg,30129,512,512
train,Glioma,glioma_tumor,gg (270).jpg,data/raw/Training/glioma_tumor/gg (270).jpg,29151,512,512
train,Glioma,glioma_tumor,gg (271).jpg,data/raw/Training/glioma_tumor/gg (271).jpg,23127,512,512
train,Glioma,glioma_tumor,gg (272).jpg,data/raw/Training/glioma_tumor/gg (272).jpg,23127,512,512
train,Glioma,glioma_tumor,gg (273).jpg,data/raw/Training/glioma_tumor/gg (273).jpg,21086,512,512
train,Glioma,glioma_tumor,gg (274).jpg,data/raw/Training/glioma_tumor/gg (274).jpg,22890,512,512
train,Glioma,glioma_tumor,gg (275).jpg,data/raw/Training/glioma_tumor/gg (275).jpg,24353,512,512
train,Glioma,glioma_tumor,gg (276).jpg,data/raw/Training/glioma_tumor/gg (276).jpg,23937,512,512
train,Glioma,glioma_tumor,gg (277).jpg,data/raw/Training/glioma_tumor/gg (277).jpg,24342,512,512
train,Glioma,glioma_tumor,gg (278).jpg,data/raw/Training/glioma_tumor/gg (278).jpg,23563,512,512
train,Glioma,glioma_tumor,gg (279).jpg,data/raw/Training/glioma_tumor/gg (279).jpg,21103,512,512
train,Glioma,glioma_tumor,gg (28).jpg,data/raw/Training/glioma_tumor/gg (28).jpg,29381,512,512
train,Glioma,glioma_tumor,gg (280).jpg,data/raw/Training/glioma_tumor/gg (280).jpg,24453,512,512
train,Glioma,glioma_tumor,gg (281).jpg,data/raw/Training/glioma_tumor/gg (281).jpg,22095,512,512
train,Glioma,glioma_tumor,gg (282).jpg,data/raw/Training/glioma_tumor/gg (282).jpg,22237,512,512
train,Glioma,glioma_tumor,gg (283).jpg,data/raw/Training/glioma_tumor/gg (283).jpg,23838,512,512
train,Glioma,glioma_tumor,gg (284).jpg,data/raw/Training/glioma_tumor/gg (284).jpg,22244,512,512
train,Glioma,glioma_tumor,gg (285).jpg,data/raw/Training/glioma_tumor/gg (285).jpg,24116,512,512
train,Glioma,glioma_tumor,gg (286).jpg,data/raw/Training/glioma_tumor/gg (286).jpg,25954,512,512
train,Glioma,glioma_tumor,gg (287).jpg,data/raw/Training/glioma_tumor/gg (287).jpg,24087,512,512
train,Glioma,glioma_tumor,gg (288).jpg,data/raw/Training/glioma_tumor/gg (288).jpg,25309,512,512
train,Glioma,glioma_tumor,gg (289).jpg,data/raw/Training/glioma_tumor/gg (289).jpg,26148,512,512
train,Glioma,glioma_tumor,gg (29).jpg,data/raw/Training/glioma_tumor/gg (29).jpg,30619,512,512
train,Glioma,glioma_tumor,gg (290).jpg,data/raw/Training/glioma_tumor/gg (290).jpg,25981,512,512
train,Glioma,glioma_tumor,gg (291).jpg,data/raw/Training/glioma_tumor/gg (291).jpg,25747,512,512
train,Glioma,glioma_tumor,gg (292).jpg,data/raw/Training/glioma_tumor/gg (292).jpg,24647,512,512
train,Glioma,glioma_tumor,gg (293).jpg,data/raw/Training/glioma_tumor/gg (293).jpg,25535,512,512
train,Glioma,glioma_tumor,gg (294).jpg,data/raw/Training/glioma_tumor/gg (294).jpg,26148,512,512
train,Glioma,glioma_tumor,gg (295).jpg,data/raw/Training/glioma_tumor/gg (295).jpg,23716,512,512
train,Glioma,glioma_tumor,gg (296).jpg,data/raw/Training/glioma_tumor/gg (296).jpg,21494,512,512
train,Glioma,glioma_tumor,gg (297).jpg,data/raw/Training/glioma_tumor/gg (297).jpg,26148,512,512
train,Glioma,glioma_tumor,gg (298).jpg,data/raw/Training/glioma_tumor/gg (298).jpg,26884,512,512
train,Glioma,glioma_tumor,gg (299).jpg,data/raw/Training/glioma_tumor/gg (299).jpg,26714,512,512
train,Glioma,glioma_tumor,gg (3).jpg,data/raw/Training/glioma_tumor/gg (3).jpg,21868,512,512
train,Glioma,glioma_tumor,gg (30).jpg,data/raw/Training/glioma_tumor/gg (30).jpg,33571,512,512
train,Glioma,glioma_tumor,gg (300).jpg,data/raw/Training/glioma_tumor/gg (300).jpg,26619,512,512
train,Glioma,glioma_tumor,gg (301).jpg,data/raw/Training/glioma_tumor/gg (301).jpg,26728,512,512
train,Glioma,glioma_tumor,gg (302).jpg,data/raw/Training/glioma_tumor/gg (302).jpg,21481,512,512
train,Glioma,glioma_tumor,gg (303).jpg,data/raw/Training/glioma_tumor/gg (303).jpg,26591,512,512
train,Glioma,glioma_tumor,gg (304).jpg,data/raw/Training/glioma_tumor/gg (304).jpg,24275,512,512
train,Glioma,glioma_tumor,gg (305).jpg,data/raw/Training/glioma_tumor/gg (305).jpg,27305,512,512
train,Glioma,glioma_tumor,gg (306).jpg,data/raw/Training/glioma_tumor/gg (306).jpg,23334,512,512
train,Glioma,glioma_tumor,gg (307).jpg,data/raw/Training/glioma_tumor/gg (307).jpg,21368,512,512
train,Glioma,glioma_tumor,gg (308).jpg,data/raw/Training/glioma_tumor/gg (308).jpg,23025,512,512
train,Glioma,glioma_tumor,gg (309).jpg,data/raw/Training/glioma_tumor/gg (309).jpg,22097,512,512
train,Glioma,glioma_tumor,gg (31).jpg,data/raw/Training/glioma_tumor/gg (31).jpg,36079,512,512
train,Glioma,glioma_tumor,gg (310).jpg,data/raw/Training/glioma_tumor/gg (310).jpg,23444,512,512
train,Glioma,glioma_tumor,gg (311).jpg,data/raw/Training/glioma_tumor/gg (311).jpg,19447,512,512
train,Glioma,glioma_tumor,gg (312).jpg,data/raw/Training/glioma_tumor/gg (312).jpg,23730,512,512
train,Glioma,glioma_tumor,gg (313).jpg,data/raw/Training/glioma_tumor/gg (313).jpg,23953,512,512
train,Glioma,glioma_tumor,gg (314).jpg,data/raw/Training/glioma_tumor/gg (314).jpg,20982,512,512
train,Glioma,glioma_tumor,gg (315).jpg,data/raw/Training/glioma_tumor/gg (315).jpg,23601,512,512
train,Glioma,glioma_tumor,gg (316).jpg,data/raw/Training/glioma_tumor/gg (316).jpg,25931,512,512
train,Glioma,glioma_tumor,gg (317).jpg,data/raw/Training/glioma_tumor/gg (317).jpg,26793,512,512
train,Glioma,glioma_tumor,gg (318).jpg,data/raw/Training/glioma_tumor/gg (318).jpg,27521,512,512
train,Glioma,glioma_tumor,gg (319).jpg,data/raw/Training/glioma_tumor/gg (319).jpg,26406,512,512
train,Glioma,glioma_tumor,gg (32).jpg,data/raw/Training/glioma_tumor/gg (32).jpg,19135,512,512
train,Glioma,glioma_tumor,gg (320).jpg,data/raw/Training/glioma_tumor/gg (320).jpg,24549,512,512
train,Glioma,glioma_tumor,gg (321).jpg,data/raw/Training/glioma_tumor/gg (321).jpg,22764,512,512
train,Glioma,glioma_tumor,gg (322).jpg,data/raw/Training/glioma_tumor/gg (322).jpg,23009,512,512
